symbol	timestamp	timeframe	open	high	low	close
XAUUSD	2026.01.23 00:00	4H	4935.83	4967.36	4930.64	4953.52
XAUUSD	2026.01.23 04:00	4H	4953.52	4967.30	4938.13	4960.66
XAUUSD	2026.01.23 08:00	4H	4960.66	4963.15	4899.74	4918.63
XAUUSD	2026.01.23 12:00	4H	4918.61	4947.88	4912.21	4939.07
XAUUSD	2026.01.23 16:00	4H	4939.03	4988.30	4932.83	4965.91
XAUUSD	2026.01.23 20:00	4H	4965.91	4990.02	4958.32	4986.43
XAUUSD	2026.01.26 00:00	4H	5008.06	5085.73	5003.55	5070.90
XAUUSD	2026.01.26 04:00	4H	5070.97	5093.05	5052.39	5074.31
XAUUSD	2026.01.26 08:00	4H	5074.30	5111.03	5065.37	5084.10
XAUUSD	2026.01.26 12:00	4H	5084.10	5097.01	5054.59	5068.64
XAUUSD	2026.01.26 16:00	4H	5068.63	5105.05	5058.29	5100.98
XAUUSD	2026.01.26 20:00	4H	5100.96	5103.36	4989.86	5010.27
XAUUSD	2026.01.27 00:00	4H	5010.27	5075.99	5010.27	5060.10
XAUUSD	2026.01.27 04:00	4H	5060.10	5085.27	5049.60	5082.99
XAUUSD	2026.01.27 08:00	4H	5082.99	5100.74	5073.35	5098.73
XAUUSD	2026.01.27 12:00	4H	5098.55	5098.67	5066.97	5077.41
XAUUSD	2026.01.27 16:00	4H	5077.41	5103.17	5046.65	5081.35
XAUUSD	2026.01.27 20:00	4H	5081.35	5190.46	5076.37	5178.58
XAUUSD	2026.01.28 00:00	4H	5178.58	5225.26	5157.31	5204.73
XAUUSD	2026.01.28 04:00	4H	5204.75	5266.49	5201.55	5261.29
XAUUSD	2026.01.28 08:00	4H	5261.29	5311.56	5252.09	5278.22
XAUUSD	2026.01.28 12:00	4H	5278.22	5289.53	5238.72	5266.66
XAUUSD	2026.01.28 16:00	4H	5266.66	5307.01	5235.23	5298.03
XAUUSD	2026.01.28 20:00	4H	5298.02	5418.95	5268.78	5416.20
