symbol,timestamp,timeframe,open,high,low,close
XAUUSD,2026-01-12T00:00:00+05:00,6H,4518.67,4601.17,4512.82,4570.66
XAUUSD,2026-01-12T06:00:00+05:00,6H,4570.68,4599.30,4563.41,4589.07
XAUUSD,2026-01-12T12:00:00+05:00,6H,4589.07,4627.47,4578.43,4621.31
XAUUSD,2026-01-12T18:00:00+05:00,6H,4621.31,4630.13,4589.12,4597.17
XAUUSD,2026-01-13T00:00:00+05:00,6H,4597.17,4607.74,4575.62,4594.05
XAUUSD,2026-01-13T06:00:00+05:00,6H,4594.05,4602.16,4573.56,4586.15
XAUUSD,2026-01-13T12:00:00+05:00,6H,4586.18,4634.60,4577.87,4619.10
XAUUSD,2026-01-13T18:00:00+05:00,6H,4619.08,4620.72,4569.58,4586.10
XAUUSD,2026-01-14T00:00:00+05:00,6H,4586.10,4629.97,4586.10,4628.22
XAUUSD,2026-01-14T06:00:00+05:00,6H,4628.22,4639.70,4618.01,4630.42
XAUUSD,2026-01-14T12:00:00+05:00,6H,4630.42,4641.92,4599.40,4617.88
XAUUSD,2026-01-14T18:00:00+05:00,6H,4617.90,4642.91,4601.18,4626.76
XAUUSD,2026-01-15T00:00:00+05:00,6H,4626.76,4632.53,4581.14,4592.27
XAUUSD,2026-01-15T06:00:00+05:00,6H,4592.26,4613.52,4581.21,4612.65
XAUUSD,2026-01-15T12:00:00+05:00,6H,4612.65,4622.94,4582.19,4615.37
XAUUSD,2026-01-15T18:00:00+05:00,6H,4615.37,4624.82,4600.69,4615.95
XAUUSD,2026-01-16T00:00:00+05:00,6H,4615.95,4621.04,4591.34,4596.41
XAUUSD,2026-01-16T06:00:00+05:00,6H,4596.41,4616.00,4594.11,4600.17
XAUUSD,2026-01-16T12:00:00+05:00,6H,4600.02,4620.33,4536.85,4571.27
XAUUSD,2026-01-16T18:00:00+05:00,6H,4571.27,4599.04,4567.82,4596.42
XAUUSD,2026-01-19T00:00:00+05:00,6H,4621.06,4690.69,4621.06,4658.39
XAUUSD,2026-01-19T06:00:00+05:00,6H,4658.39,4679.08,4658.18,4668.42
XAUUSD,2026-01-19T12:00:00+05:00,6H,4668.42,4676.09,4659.68,4674.29
XAUUSD,2026-01-19T18:00:00+05:00,6H,4674.29,4680.36,4666.97,4670.86
XAUUSD,2026-01-20T00:00:00+05:00,6H,4674.79,4681.49,4659.50,4680.16
XAUUSD,2026-01-20T06:00:00+05:00,6H,4680.16,4737.36,4679.62,4732.46
XAUUSD,2026-01-20T12:00:00+05:00,6H,4732.46,4751.14,4715.25,4737.50
XAUUSD,2026-01-20T18:00:00+05:00,6H,4737.50,4766.23,4729.06,4763.16
XAUUSD,2026-01-21T00:00:00+05:00,6H,4763.16,4849.75,4757.84,4844.95
XAUUSD,2026-01-21T06:00:00+05:00,6H,4844.95,4888.43,4832.58,4865.63
XAUUSD,2026-01-21T12:00:00+05:00,6H,4865.67,4880.95,4812.84,4847.86
XAUUSD,2026-01-21T18:00:00+05:00,6H,4847.82,4855.66,4755.93,4832.06
XAUUSD,2026-01-22T00:00:00+05:00,6H,4832.06,4833.82,4772.34,4796.60
XAUUSD,2026-01-22T06:00:00+05:00,6H,4796.60,4839.00,4793.75,4823.14
XAUUSD,2026-01-22T12:00:00+05:00,6H,4823.14,4873.68,4810.70,4871.65
XAUUSD,2026-01-22T18:00:00+05:00,6H,4871.63,4940.63,4868.09,4935.83
XAUUSD,2026-01-23T00:00:00+05:00,6H,4935.83,4967.36,4930.64,4952.06
XAUUSD,2026-01-23T06:00:00+05:00,6H,4952.06,4967.30,4899.74,4918.63
XAUUSD,2026-01-23T12:00:00+05:00,6H,4918.61,4963.27,4912.21,4960.60
XAUUSD,2026-01-23T18:00:00+05:00,6H,4960.60,4990.02,4958.32,4986.43
XAUUSD,2026-01-26T00:00:00+05:00,6H,5008.06,5093.05,5003.55,5076.66
XAUUSD,2026-01-26T06:00:00+05:00,6H,5076.66,5111.03,5052.39,5084.10
XAUUSD,2026-01-26T12:00:00+05:00,6H,5084.10,5097.34,5054.59,5090.93
XAUUSD,2026-01-26T18:00:00+05:00,6H,5090.93,5105.05,4989.86,5010.27
XAUUSD,2026-01-27T00:00:00+05:00,6H,5010.27,5079.79,5010.27,5076.91
XAUUSD,2026-01-27T06:00:00+05:00,6H,5076.91,5100.74,5057.34,5098.73
XAUUSD,2026-01-27T12:00:00+05:00,6H,5098.55,5098.67,5046.65,5090.96
XAUUSD,2026-01-27T18:00:00+05:00,6H,5090.96,5190.46,5076.37,5178.58
XAUUSD,2026-01-28T00:00:00+05:00,6H,5178.58,5247.63,5157.31,5235.20
XAUUSD,2026-01-28T06:00:00+05:00,6H,5235.20,5311.56,5232.32,5278.22
XAUUSD,2026-01-28T12:00:00+05:00,6H,5278.22,5298.29,5235.23,5278.29
XAUUSD,2026-01-28T18:00:00+05:00,6H,5278.31,5418.95,5268.78,5416.20
XAUUSD,2026-01-29T00:00:00+05:00,6H,5416.20,5598.03,5416.20,5545.80
XAUUSD,2026-01-29T06:00:00+05:00,6H,5545.78,5595.54,5474.48,5514.13
XAUUSD,2026-01-29T12:00:00+05:00,6H,5514.13,5549.76,5098.23,5182.81
XAUUSD,2026-01-29T18:00:00+05:00,6H,5182.81,5426.08,5172.13,5376.32
XAUUSD,2026-01-30T00:00:00+05:00,6H,5376.32,5450.96,5112.34,5196.47
XAUUSD,2026-01-30T06:00:00+05:00,6H,5196.37,5241.39,4941.99,5013.67
XAUUSD,2026-01-30T12:00:00+05:00,6H,5013.62,5145.74,4980.60,5050.61
XAUUSD,2026-01-30T18:00:00+05:00,6H,5050.61,5051.72,4682.18,4894.47
XAUUSD,2026-02-02T00:00:00+05:00,6H,4773.75,4884.64,4584.54,4646.79
XAUUSD,2026-02-02T06:00:00+05:00,6H,4646.79,4731.59,4402.14,4719.58
XAUUSD,2026-02-02T12:00:00+05:00,6H,4719.58,4812.64,4616.96,4620.14
XAUUSD,2026-02-02T18:00:00+05:00,6H,4620.14,4714.14,4596.20,4658.60
XAUUSD,2026-02-03T00:00:00+05:00,6H,4658.60,4856.59,4658.60,4809.22
XAUUSD,2026-02-03T06:00:00+05:00,6H,4809.14,4949.84,4800.80,4916.09
XAUUSD,2026-02-03T12:00:00+05:00,6H,4916.24,4950.99,4883.80,4935.39
XAUUSD,2026-02-03T18:00:00+05:00,6H,4935.38,4993.77,4880.86,4946.26
XAUUSD,2026-02-04T00:00:00+05:00,6H,4946.26,5073.63,4910.22,5070.11
XAUUSD,2026-02-04T06:00:00+05:00,6H,5070.09,5091.94,5043.17,5060.02
XAUUSD,2026-02-04T12:00:00+05:00,6H,5060.02,5064.51,4887.71,4920.56
XAUUSD,2026-02-04T18:00:00+05:00,6H,4920.56,4970.74,4854.54,4965.57
XAUUSD,2026-02-05T00:00:00+05:00,6H,4965.57,5023.80,4788.86,4880.81
XAUUSD,2026-02-05T06:00:00+05:00,6H,4880.81,4943.62,4826.44,4854.96
XAUUSD,2026-02-05T12:00:00+05:00,6H,4854.96,4894.57,4800.53,4817.94
XAUUSD,2026-02-05T18:00:00+05:00,6H,4817.91,4906.91,4759.71,4777.89
XAUUSD,2026-02-06T00:00:00+05:00,6H,4777.89,4846.61,4655.27,4824.31
XAUUSD,2026-02-06T06:00:00+05:00,6H,4824.31,4903.22,4807.36,4866.55
XAUUSD,2026-02-06T12:00:00+05:00,6H,4866.55,4964.92,4851.76,4943.66
XAUUSD,2026-02-06T18:00:00+05:00,6H,4943.66,4971.48,4921.89,4964.88
XAUUSD,2026-02-09T00:00:00+05:00,6H,4986.72,5047.39,4965.15,5016.08
XAUUSD,2026-02-09T06:00:00+05:00,6H,5016.08,5045.72,4997.68,5007.80
XAUUSD,2026-02-09T12:00:00+05:00,6H,5007.80,5060.45,4982.31,5058.90
XAUUSD,2026-02-09T18:00:00+05:00,6H,5058.90,5086.61,5040.86,5058.06
XAUUSD,2026-02-10T00:00:00+05:00,6H,5058.07,5077.03,4987.68,5030.14
XAUUSD,2026-02-10T06:00:00+05:00,6H,5030.09,5063.31,5011.42,5046.86
