symbol	timestamp	timeframe	open	high	low	close
XAUUSD	2026.01.12 00:00	4H	4518.67	4601.17	4512.82	4570.66
XAUUSD	2026.01.12 06:00	4H	4570.68	4599.30	4563.41	4589.07
XAUUSD	2026.01.12 12:00	4H	4589.07	4627.47	4578.43	4621.31
XAUUSD	2026.01.12 18:00	4H	4621.31	4630.13	4589.12	4597.17
XAUUSD	2026.01.13 00:00	4H	4597.17	4607.74	4575.62	4594.05
XAUUSD	2026.01.13 06:00	4H	4594.05	4602.16	4573.56	4586.15
XAUUSD	2026.01.13 12:00	4H	4586.18	4634.60	4577.87	4619.10
XAUUSD	2026.01.13 18:00	4H	4619.08	4620.72	4569.58	4586.10
XAUUSD	2026.01.14 00:00	4H	4586.10	4629.97	4586.10	4628.22
XAUUSD	2026.01.14 06:00	4H	4628.22	4639.70	4618.01	4630.42
XAUUSD	2026.01.14 12:00	4H	4630.42	4641.92	4599.40	4617.88
XAUUSD	2026.01.14 18:00	4H	4617.90	4642.91	4601.18	4626.76
XAUUSD	2026.01.15 00:00	4H	4626.76	4632.53	4581.14	4592.27
XAUUSD	2026.01.15 06:00	4H	4592.26	4613.52	4581.21	4612.65
XAUUSD	2026.01.15 12:00	4H	4612.65	4622.94	4582.19	4615.37
XAUUSD	2026.01.15 18:00	4H	4615.37	4624.82	4600.69	4615.95
XAUUSD	2026.01.16 00:00	4H	4615.95	4621.04	4591.34	4596.41
XAUUSD	2026.01.16 06:00	4H	4596.41	4616.00	4594.11	4600.17
XAUUSD	2026.01.16 12:00	4H	4600.02	4620.33	4536.85	4571.27
XAUUSD	2026.01.16 18:00	4H	4571.27	4599.04	4567.82	4596.42
XAUUSD	2026.01.19 00:00	4H	4621.06	4690.69	4621.06	4658.39
XAUUSD	2026.01.19 06:00	4H	4658.39	4679.08	4658.18	4668.42
XAUUSD	2026.01.19 12:00	4H	4668.42	4676.09	4659.68	4674.29
XAUUSD	2026.01.19 18:00	4H	4674.29	4680.36	4666.97	4670.86
XAUUSD	2026.01.20 00:00	4H	4674.79	4681.49	4659.50	4680.16
XAUUSD	2026.01.20 06:00	4H	4680.16	4737.36	4679.62	4732.46
XAUUSD	2026.01.20 12:00	4H	4732.46	4751.14	4715.25	4737.50
XAUUSD	2026.01.20 18:00	4H	4737.50	4766.23	4729.06	4763.16
XAUUSD	2026.01.21 00:00	4H	4763.16	4849.75	4757.84	4844.95
XAUUSD	2026.01.21 06:00	4H	4844.95	4888.43	4832.58	4865.63
XAUUSD	2026.01.21 12:00	4H	4865.67	4880.95	4812.84	4847.86
XAUUSD	2026.01.21 18:00	4H	4847.82	4855.66	4755.93	4832.06
XAUUSD	2026.01.22 00:00	4H	4832.06	4833.82	4772.34	4796.60
XAUUSD	2026.01.22 06:00	4H	4796.60	4839.00	4793.75	4823.14
XAUUSD	2026.01.22 12:00	4H	4823.14	4873.68	4810.70	4871.65
XAUUSD	2026.01.22 18:00	4H	4871.63	4940.63	4868.09	4935.83
XAUUSD	2026.01.23 00:00	4H	4935.83	4967.36	4930.64	4952.06
XAUUSD	2026.01.23 06:00	4H	4952.06	4967.30	4899.74	4918.63
XAUUSD	2026.01.23 12:00	4H	4918.61	4963.27	4912.21	4960.60
XAUUSD	2026.01.23 18:00	4H	4960.60	4990.02	4958.32	4986.43
XAUUSD	2026.01.26 00:00	4H	5008.06	5093.05	5003.55	5076.66
XAUUSD	2026.01.26 06:00	4H	5076.66	5111.03	5052.39	5084.10
XAUUSD	2026.01.26 12:00	4H	5084.10	5097.34	5054.59	5090.93
XAUUSD	2026.01.26 18:00	4H	5090.93	5105.05	4989.86	5010.27
XAUUSD	2026.01.27 00:00	4H	5010.27	5079.79	5010.27	5076.91
